MHK,AMW
GLH,MIA
NKX,MIA
TTN,OPF
COU,OPF
HKS,OPF
CMH,OPF
GPT,TMB
BIL,MIA
GTR,MIA
SCF,OPF
AND,MIA
MCO,TMB
HKS,MIA
SFB,TMB
JAX,TMB
ACY,TMB
TIK,MIA
SBA,MIA
CVS,MIA
BFM,MIA
FOE,MIA
TMB,MIA
AHN,MIA
TUL,OPF
MIA,TMB
ACT,TMB
ALB,OPF
HIF,MIA
STS,MIA
HOT,OPF
TLH,TMB
PDK,OPF
PDK,MIA
EIL,MIA
FAI,MIA
LRU,MIA
CVG,TMB
FSM,MIA
STL,OPF
LAS,OPF
GSP,OPF
GDC,OPF
MCN,OPF
EAR,MIA
AZA,MIA
MRC,OPF
PNE,OPF
MTN,MIA
ILG,OPF
SMF,MIA
TCL,OPF
FAY,MIA
GRI,MIA
PHX,OPF
ORL,TMB
LAL,MIA
GDC,MIA
ORH,MIA
MHK,TMB
SAN,OPF
OCF,MIA
BOS,OPF
DHN,MIA
ELM,MIA
FAT,MIA
SZL,MIA
MKC,MIA
SMF,OPF
SAF,OPF
SHD,MIA
XXW,MIA
GSP,MIO
STL,MIO
MEM,MIO
ADS,MIO
LRD,MIO
MIO,MIO
SHV,MIO
MSP,MOT
EWR,MOT
BIS,MOT
BIL,MOT
BNA,MOT
SLC,MOT
EKO,MOT
IND,MOT
PIT,MOT
GFK,MOT
FAR,MOT
DTW,MOT
STL,MOT
GRB,MOT
MSP,MIB
MIB,MOT
LAS,MOT
ISN,MOT
YIP,MOT
ORD,MOT
COS,MOT
RAP,MOT
SMF,MOT
FOE,MOT
TUS,MOT
IAD,MOT
MSY,MOT
SFB,MOT
LNK,MOT
EIL,MIB
DAY,MOT
EVV,MOT
MEM,MOT
GTF,MOT
FSD,MOT
SGF,MOT
ABQ,MIB
TUS,MIB
MKE,MOT
TYS,MIB
ANC,MOT
FAI,MOT
TOL,MOT
CAK,MOT
AEX,MIB
LSV,MIB
DIK,MOT
LFT,MOT
LEX,OCF
CAE,OCF
BWI,OCF
LAX,OCF
OPF,OCF
MSY,OCF
FLL,OCF
GNV,OCF
SHV,OCF
HOT,OCF
DAL,OCF
CSG,OCF
SFB,OCF
GPT,OCF
BUF,OCF
TUP,OCF
PBI,OCF
PHL,OCF
MIA,OCF
CMH,OCF
JAC,OGD
IDA,OGD
MCI,OGD
MSP,OGD
ORD,OGD
BIS,OGD
STL,OGD
ORD,HIF
ABQ,OGD
BMC,OGD
SLN,OGD
ATL,OGD
ELP,OGD
YIP,OGD
SLC,OGD
CVG,OGD
BZN,HIF
EUG,OGD
DFW,OGD
OMA,OGD
RNO,OGD
LRD,OGD
LAX,OGD
PDX,OGD
COS,OGD
PHX,OGD
ICT,OGD
BGR,HIF
BZN,OGD
FCA,OGD
FCA,HIF
MSO,HIF
HLN,HIF
CPR,OGD
GRI,OGD
BRO,OGD
GFK,OGD
GTF,HIF
OKC,OGD
RAP,OGD
SAN,HIF
LSV,HIF
JFK,HIF
CVS,HIF
TUS,HIF
OMA,HIF
FSD,HIF
STL,HIF
OAK,OGD
LNK,OGD
BFI,HIF
SEA,HIF
PHX,HIF
IAH,HIF
ADS,OGD
PUB,OGD
SCK,OGD
SJC,OGD
IPL,OGD
GJT,OGD
LBF,OGD
JAC,HIF
SGU,OGD
SAT,OGD
PAM,HIF
FSD,OGD
FAR,OGD
FAT,OGD
SSC,HIF
IAD,HIF
DTW,OGD
CVG,HIF
MUO,HIF
EKO,OGD
DFW,HIF
LAN,OGD
SEA,OGD
RFD,HIF
TWF,HIF
FFO,HIF
LRU,OGD
HMN,HIF
SUS,HIF
SJC,HIF
ICT,HIF
SFO,OGD
DAL,OGD
TCM,HIF
BAD,HIF
IAH,OMA
DTW,OMA
ORD,OMA
MDW,OMA
ATL,OMA
ICT,OMA
SEA,OMA
LGA,OMA
JFK,OMA
PHX,OMA
MEM,OMA
OAK,OMA
LNK,OMA
DSM,OMA
STL,OMA
SNA,OMA
MKE,OMA
SMF,OMA
SJC,OMA
LAS,OMA
BWI,OMA
CLE,OMA
MSP,OMA
DCA,OMA
MCI,OMA
LAX,OMA
ABQ,OMA
SUX,OMA
CID,OMA
SLC,OMA
OKC,OMA
SFO,OMA
PHL,OMA
TUS,OMA
TUL,OMA
BOS,OMA
MIA,MIQ
DFW,OMA
EWR,OMA
EKO,OMA
AUS,OMA
PIT,OMA
SAN,OMA
LBB,OMA
COS,OMA
PDX,OMA
RIC,OMA
IND,OMA
SGF,OMA
FSD,OMA
IAD,OMA
TWF,OMA
BMI,OMA
LIT,OMA
HOU,OMA
PIA,OMA
MCO,OMA
BIS,OMA
AMA,OMA
MOT,OMA
FAR,OMA
HUF,OMA
CMH,OMA
HNL,OMA
RST,OMA
MSY,OMA
DAY,OMA
GYY,OMA
RNO,OMA
PNS,OMA
CVG,OMA
BDL,OMA
TYS,OMA
CAK,OMA
FOD,OMA
BNA,OMA
RFD,OMA
AZO,OMA
CMI,OMA
RDU,OMA
MSO,OMA
MSN,OMA
OGD,OMA
SPI,OMA
SBN,OMA
YIP,OMA
AGS,OMA
PVD,OMA
FWA,OMA
GRB,OMA
CWA,OMA
MAF,OMA
BFF,OMA
SAT,OMA
LRD,OMA
EVV,OMA
CLT,OMA
BIL,OMA
TOL,OMA
ALB,OMA
TPA,OMA
GNV,OMA
AEX,OMA
XNA,OMA
MIA,OMA
BUF,OMA
BFI,OMA
JAC,OMA
COU,OMA
LAN,OMA
LBF,OMA
GRI,OMA
ILN,OMA
GFK,OMA
GTF,OMA
SAW,OMA
MHR,OMA
RAP,OMA
MDT,OMA
ABE,OMA
AVL,OMA
BKL,OMA
OGG,OMA
GEG,OMA
CAE,OMA
CLL,OMA
MYR,OMA
DAL,OMA
BMC,OMA
ELP,OMA
PWK,OMA
RDD,OMA
MTJ,OMA
BLI,OMA
BKX,OMA
GRR,OMA
CHA,OMA
BTR,OMA
ACY,OMA
FLL,OMA
HON,OMA
AHN,OMA
FOE,OMA
CPR,OMA
MIE,OMA
EUG,OMA
FNT,OMA
ACT,OMA
BGR,OFF
AGC,OMA
GSP,OMA
DBQ,OMA
BIF,OMA
DPA,OMA
ATL,OFF
LCK,OMA
MBS,OMA
GRK,OMA
ANC,OMA
RFD,OFF
SAV,OMA
LUK,OMA
ORH,OMA
MWH,OMA
EAR,OMA
ROW,OMA
HIF,OMA
PIR,OMA
BIF,OFF
YKM,OMA
GTR,OMA
ABR,OMA
ATW,OMA
OFK,OMA
MHK,OFF
ALO,OMA
TLH,OMA
MWA,OMA
HSV,OMA
LRU,OMA
ROA,OMA
JAN,OMA
CYS,OMA
COS,OFF
CHO,OMA
JAX,OMA
LAF,OMA
HOT,OMA
PIB,OMA
POB,OFF
ADS,OMA
DLH,OMA
BHM,OMA
LEX,OMA
YIP,PHT
SLC,PUC
CDC,PUC
SLN,PUC
SAN,PVU
LAS,PVU
ABQ,PVU
OAK,PVU
CYS,PVU
COS,PVU
SLC,PVU
SJC,PVU
ATL,PVU
AUS,PVU
SBN,PVU
IDA,PVU
MSP,PVU
LAX,PVU
CID,PVU
PIH,PVU
NZY,PVU
LAR,PVU
SFO,PVU
SNA,PVU
BOS,PVU
OKC,PVU
PHX,PVU
SAT,PVU
IAD,PVU
IND,PVU
LRD,PVU
CLE,PVU
LEX,PVU
CVG,PVU
CDC,PVU
SGU,PVU
TUL,PVU
PDK,PVU
ELP,PVU
STL,PVU
SGF,PVU
ORD,PVU
SEA,PVU
MSY,PVU
MCI,PVU
FCA,PVU
DAL,PVU
FTW,PVU
PIA,PVU
PHL,PVU
PDX,SLE
EAT,SLE
EUG,SLE
EKO,SLE
SEA,SLE
GEG,SLE
RDD,SLE
MFR,SLE
LMT,SLE
RDM,SLE
YKM,SLE
PUW,SLE
RBG,SLE
CVO,SLE
SLC,SLE
SAF,SLE
SLE,SLE
TUL,SEM
RDU,TPA
CAE,TPA
CMH,TPA
SEA,TPA
MCO,TPA
MEM,TPA
LGA,TPA
BDL,TPA
JFK,TPA
EWR,TPA
DAY,TPA
DFW,TPA
MIA,TPA
BOS,TPA
ALB,TPA
BGR,TPA
ATL,TPA
ORD,TPA
MDW,TPA
IAH,TPA
DTW,TPA
MSP,TPA
TLH,TPA
MSY,TPA
IND,TPA
GRR,TPA
IAD,TPA
LAX,TPA
DCA,TPA
MCI,TPA
ABQ,TPA
GNV,TPA
SBN,TPA
TYS,TPA
BWI,TPA
CLT,TPA
CLE,TPA
SYR,TPA
SAV,TPA
RIC,TPA
AVP,TPA
GSO,TPA
PIT,TPA
GSP,TPA
CVG,TPA
BHM,TPA
CHS,TPA
MGM,TPA
PVD,TPA
STL,TPA
MKE,TPA
PNS,TPA
BNA,TPA
ROC,TPA
FLL,TPA
PBI,TPA
JAX,TPA
PHL,TPA
SLC,TPA
OKC,TPA
ACY,TPA
HOU,TPA
BUF,TPA
OMA,TPA
FAR,TPA
TUL,TPA
BTR,TPA
CMI,TPA
LAS,TPA
PHX,TPA
ROA,TPA
SFO,TPA
ATW,TPA
ICT,TPA
JAN,TPA
MHT,TPA
APF,TPA
SHV,TPA
PFN,TPA
EYW,TPA
TPA,TPA
AUS,TPA
MTJ,TPA
ABE,TPA
DET,TPA
LBB,TPA
DAL,TPA
ILM,TPA
SAT,TPA
GPT,TPA
HSV,TPA
AMA,TPA
AGS,TPA
BYH,TPA
RFD,TPA
CRP,TPA
YIP,TPA
EWN,TPA
PUB,TPA
AFW,TPA
TOL,TPA
TUS,TPA
EWR,MCF
PGV,TPA
MDT,TPA
PIB,TPA
ILN,TPA
AVL,TPA
GRB,TPA
MBS,TPA
MAF,TPA
EFD,TPA
CID,TPA
TUP,TPA
CAK,TPA
OPF,TPA
FNT,TPA
LEX,TPA
SAN,TPA
NZY,TPA
SUS,TPA
AEX,TPA
DSM,TPA
COS,TPA
SJC,TPA
PDX,TPA
CSG,TPA
LNK,TPA
OAK,TPA
LAN,TPA
SFB,TPA
MSN,TPA
FTW,TPA
BFM,TPA
SNA,TPA
NPA,TPA
SCE,TPA
MEI,TPA
RNO,TPA
AUS,MCF
GFK,TPA
VLD,TPA
LCK,TPA
BFI,TPA
SZL,MCF
FOE,TPA
BGR,MCF
CKB,TPA
PNS,MCF
RAP,MCF
CHO,TPA
BKL,TPA
AMA,MCF
TTN,TPA
MIA,MCF
YUM,MCF
BIF,MCF
ILG,TPA
LIT,TPA
SAV,MCF
AGC,TPA
BWG,TPA
ELP,TPA
COU,TPA
DLH,TPA
ITO,TPA
TMB,TPA
ACT,TPA
FWH,MCF
AHN,TPA
TCL,TPA
XNA,TPA
GTR,TPA
ATL,TUL
ORD,TUL
HOU,TUL
IAH,TUL
DTW,TUL
IND,TUL
MCI,TUL
LIT,TUL
LAX,TUL
IAD,TUL
ABQ,TUL
SGF,TUL
MSP,TUL
MSY,TUL
OMA,TUL
AUS,TUL
MIA,TUL
BOS,TUL
TUS,TUL
DFW,TUL
DAL,TUL
EWR,TUL
PIT,TUL
CVG,TUL
DSM,TUL
BHM,TUL
STL,TUL
BNA,TUL
SLC,TUL
OKC,TUL
JAX,TUL
PHL,TUL
SAV,TUL
RIC,TUL
CLE,TUL
BWI,TUL
CLT,TUL
PHX,TUL
MEM,TUL
LGA,TUL
JFK,TUL
HNL,TUL
BDL,TUL
ICT,TUL
SEA,TUL
CMH,TUL
AMA,TUL
CYS,TUL
MCO,TUL
TPA,TUL
EKO,TUL
MDW,TUL
SAT,TUL
SAN,TUL
CRP,TUL
RDU,TUL
OAK,TUL
SNA,TUL
SHV,TUL
DCA,TUL
SJC,TUL
PDX,TUL
LAS,TUL
SPS,TUL
SFO,TUL
FLL,TUL
DET,TUL
DAY,TUL
MKE,TUL
MDH,TUL
CHS,TUL
GSO,TUL
LBB,TUL
BGR,TUL
LEX,TUL
COS,TUL
RNO,TUL
GNV,TUL
FYV,TUL
YIP,TUL
ELP,TUL
SMF,TUL
GJT,TUL
JAN,TUL
MTJ,TUL
YUM,TUL
LRD,TUL
MAF,TUL
AID,TUL
FSM,TUL
XNA,TUL
GRK,TUL
GRR,TUL
TLH,TUL
GCK,TUL
BRO,TUL
GYY,TUL
PVD,TUL
FWA,TUL
RFD,TUL
TYS,TUL
ADS,TUL
BUF,TUL
PDK,TUL
DRT,TUL
TCL,TUL
ILN,TUL
SWO,TUL
SYR,TUL
MHT,TUL
GEG,TUL
AFW,TUL
MOB,TUL
FAT,TUL
MLU,TUL
ACT,TUL
FNT,TUL
TOL,TUL
FOE,TUL
DLH,TUL
CID,TUL
GTF,TUL
ROW,TUL
LNK,TUL
YNG,TUL
GFK,TUL
FSD,TUL
SGH,TUL
MCN,TUL
CPR,TUL
MNN,TUL
RIV,TUL
LUK,TUL
MGM,TUL
EVV,TUL
CRW,TUL
CLL,TUL
OSH,TUL
HKS,TUL
OLS,TUL
GPT,TUL
COU,TUL
DQF,TUL
CAE,TUL
PUW,TUL
BIL,TUL
ISO,TUL
PIA,TUL
DPA,TUL
PIB,TUL
RFD,RVS
LFT,TUL
GRB,TUL
PBI,TUL
BIF,TUL
ATW,TUL
MSN,TUL
JAC,TUL
MWA,TUL
DHN,TUL
HSV,TUL
ANC,TUL
MTN,TUL
LAF,TUL
CMI,TUL
SFB,TUL
CLU,TUL
ANB,TUL
CHA,TUL
CAK,TUL
TUL,TUL
NZY,TUL
MDT,TUL
CKB,TUL
SUS,TUL
BTV,TUL
TIK,TUL
BQK,TUL
BFM,TUL
LAW,TUL
BTR,TUL
MKC,TUL
MHK,TUL
GSP,TUL
LCH,TUL
FDY,TUL
CSG,TUL
DFW,TYR
GGG,TYR
BPT,TYR
SHV,TYR
FYV,TYR
SGF,TYR
LFT,TYR
MLU,TYR
CLL,TYR
LCH,TYR
ESF,TYR
FSM,TYR
JAN,TYR
CRP,TYR
ACT,TYR
ICT,TYR
ILE,TYR
IAH,TYR
LIT,TYR
TUL,TYR
HOU,TYR
MEM,TYR
AEX,TYR
XNA,TYR
BTR,TYR
TYS,TYR
MAF,TYR
LBB,TYR
SAV,TYR
STL,TYR
LRD,TYR
CAE,TYR
LAW,TYR
CID,TYR
CHA,TYR
CSG,TYR
GSP,TYR
GSO,TYR
CLE,TYR
ABI,TYR
HSV,TYR
FWA,TYR
PNS,TYR
SJT,TYR
CMH,TYR
AMA,TYR
MSN,TYR
RST,TYR
CVG,TYR
DAL,TYR
ADS,TYR
MOB,TYR
AUS,TYR
RDU,TYR
GPT,TYR
DSM,TYR
CHS,TYR
LEX,TYR
PIT,TYR
MCI,TYR
GRR,TYR
EVV,TYR
MKE,TYR
SPS,TYR
GRK,TYR
MDT,TYR
DRT,TYR
TLH,TYR
GEG,TYR
MGM,TYR
SMF,UKI
EKA,UKI
ACV,UKI
CEC,UKI
OAK,UKI
RDD,UKI
STS,UKI
CIC,UKI
SYR,UCA
BWI,UCA
CLE,UCA
ROA,UCA
ALB,UCA
PIT,UCA
RIC,UCA
EWR,UCA
ERI,UCA
ACY,UCA
CVG,UCA
ROC,UCA
PVD,UCA
ATL,UCA
CHS,UCA
BUF,UCA
MDW,UCA
SAV,UCA
YNG,UCA
IND,UCA
ATL,ABY
GNV,ABY
VLD,ABY
DHN,ABY
MCN,ABY
ILM,ABY
FAY,ABY
TLH,ABY
MYR,ABY
MEI,ABY
PFN,ABY
BQK,ABY
CSG,ABY
BFM,ABY
CAE,ABY
PHL,ABY
JAX,ABY
MIA,ABY
YIP,ABY
MCO,ABY
CLT,ABY
CLU,ABY
LIT,ABY
EVV,ABY
LUK,ABY
TYS,ABY
AGS,ABY
BTR,ABY
IND,ABY
ISO,ABY
MEM,ABY
CHS,ABY
DAL,ABY
IAH,ABY
GRK,ABY
MLU,ABY
APF,ABY
CID,ABY
BHM,ABY
RFD,ABY
LRD,ABY
JAN,ABY
MGM,ABY
SUS,ABY
PBI,ABY
PHL,ALB
JAX,ALB
MEM,ALB
MCO,ALB
BDL,ALB
JFK,ALB
LGA,ALB
RDU,ALB
PWM,ALB
SYR,ALB
CLE,ALB
BWI,ALB
CLT,ALB
TYS,ALB
ATL,ALB
BUF,ALB
ORD,ALB
DTW,ALB
BTV,ALB
PIT,ALB
BGM,ALB
PVD,ALB
ROC,ALB
MKE,ALB
EWR,ALB
DFW,ALB
DAY,ALB
BOS,ALB
DCA,ALB
MCI,ALB
IAD,ALB
MSP,ALB
IND,ALB
GRR,ALB
ABE,ALB
MIA,ALB
STL,ALB
CVG,ALB
GSP,ALB
BDR,ALB
MHT,ALB
MDT,ALB
IAH,ALB
CMH,ALB
FNT,ALB
TPA,ALB
CHS,ALB
FLL,ALB
PBI,ALB
RIC,ALB
LAS,ALB
HVN,ALB
GSO,ALB
MBS,ALB
PHX,ALB
LAN,ALB
BGR,ALB
AVP,ALB
PDX,ALB
ITH,ALB
ORH,ALB
BNA,ALB
MDW,ALB
SEA,ALB
ERI,ALB
ELM,ALB
LEX,ALB
SLC,ALB
OMA,ALB
LCK,ALB
SAV,ALB
HOU,ALB
YIP,ALB
SGF,ALB
LAX,ALB
RFD,ALB
AMA,ALB
RUT,ALB
ACY,ALB
SFO,ALB
ILN,ALB
MSY,ALB
ALO,ALB
CSG,ALB
ALB,ALB
OCF,ALB
RNO,ALB
OGS,ALB
OKC,ALB
MSN,ALB
SHD,ALB
CMI,ALB
SNA,ALB
MCN,ALB
ILM,ALB
JST,ALB
TVC,ALB
CHO,ALB
SFB,ALB
ROA,ALB
UCA,ALB
DSM,ALB
FWA,ALB
COS,ALB
RWI,ALB
FAY,ALB
YNG,ALB
RKD,ALB
CAK,ALB
OPF,ALB
FAR,ALB
SHV,ALB
XNA,ALB
ART,ALB
SAN,ALB
AGC,ALB
MSO,ALB
CAE,ALB
PAH,ALB
YKM,ALB
HGR,ALB
STC,ALB
AUO,ALB
AUS,ALB
TUL,ALB
PBG,ALB
TOL,ALB
AGS,ALB
MFR,CVO
EUG,CVO
RBG,CVO
PDX,CVO
RDM,CVO
BFI,CVO
LMT,CVO
DTW,APN
YIP,APN
FNT,APN
MBS,APN
ERI,APN
IMT,APN
DSM,APN
BIF,APN
MKG,APN
CHO,APN
ROA,AHN
GTR,AHN
CVG,AHN
LYH,AHN
PIT,AHN
CLT,AHN
TCL,AHN
GNV,AHN
BTR,AHN
CID,AHN
ATL,AHN
PVD,AHN
GSP,AHN
BNA,AHN
LEX,AHN
LIT,AHN
TYS,AHN
XNA,AHN
FYV,AHN
IND,AHN
AVL,AHN
RDU,AHN
CAE,AHN
TUP,AHN
BUF,AHN
CHO,AHN
CMI,AHN
SAV,AHN
AND,AHN
IAD,AHN
DCA,AHN
TLH,AHN
MSY,AHN
OKC,AHN
TUS,AHN
MCN,AHN
RIC,AHN
STL,AHN
SHV,AHN
TPA,AHN
MLU,AHN
LNK,AHN
MEM,MMI
SHV,MMI
MCI,MMI
BRO,MMI
LRD,MMI
YIP,MMI
ELP,MMI
ATL,AUO
LRD,AUO
OKC,AUO
ICT,IN1
PDX,AUS
SJC,AUS
RIC,AUS
LAS,AUS
CLE,AUS
AMA,AUS
ICT,AUS
CAE,AUS
SEA,AUS
LBB,AUS
MEM,AUS
PHX,AUS
MAF,AUS
MCO,AUS
LGA,AUS
BDL,AUS
JFK,AUS
DCA,AUS
LAX,AUS
ABQ,AUS
MCI,AUS
IAD,AUS
LIT,AUS
BTR,AUS
MSY,AUS
SAT,AUS
MSP,AUS
BHM,AUS
HSV,AUS
CVG,AUS
SMF,AUS
STL,AUS
SNA,AUS
BNA,AUS
ORD,AUS
ATL,AUS
ELP,AUS
IAH,AUS
HOU,AUS
DTW,AUS
DFW,AUS
DAL,AUS
EWR,AUS
MLU,AUS
TUL,AUS
MIA,AUS
RNO,AUS
BOS,AUS
TPA,AUS
TUS,AUS
OKC,AUS
SFO,AUS
SLC,AUS
JAX,AUS
CRP,AUS
PHL,AUS
FLL,AUS
COS,AUS
PBI,AUS
SHV,AUS
RDU,AUS
JAN,AUS
OAK,AUS
FAT,AUS
MOB,AUS
DAY,AUS
OMA,AUS
EKO,AUS
SAN,AUS
PNS,AUS
PIT,AUS
ABI,AUS
CLT,AUS
SBA,AUS
BFL,AUS
IND,AUS
HNL,AUS
CMH,AUS
BIL,AUS
SAV,AUS
BWI,AUS
ESF,AUS
GSO,AUS
TYS,AUS
JAC,AUS
DSM,AUS
LFT,AUS
GJT,AUS
PHL,BSM
BRO,AUS
LAX,BSM
ILE,AUS
BPT,AUS
AFW,AUS
MKE,AUS
MDW,AUS
YIP,AUS
LSE,AUS
RST,AUS
LCK,AUS
LRD,AUS
DAY,BSM
ACT,AUS
CLL,AUS
ANC,AUS
COU,AUS
XNA,AUS
MHR,AUS
CHS,AUS
MGM,AUS
LCH,AUS
OGG,AUS
ANB,AUS
MTJ,AUS
LNK,AUS
ORL,AUS
CNW,AUS
PVU,AUS
MHK,AUS
BWD,AUS
PFN,AUS
ILN,AUS
SWO,AUS
SJT,AUS
SBN,AUS
GNV,AUS
TLH,AUS
AEX,AUS
LEX,AUS
GRK,AUS
GEG,AUS
EUG,AUS
ALB,AUS
LAN,AUS
SFB,AUS
GTR,AUS
BFI,AUS
GRR,AUS
PVD,AUS
CKB,AUS
CRW,AUS
EFD,AUS
DRT,AUS
AUS,AUS
FOE,AUS
FTW,AUS
SGF,AUS
MKC,AUS
ALO,AUS
FAI,AUS
MSO,AUS
MCE,AUS
RDM,AUS
TCM,AUS
PIA,AUS
MDT,AUS
GSP,AUS
BIF,AUS
FYV,AUS
GPT,AUS
ADS,AUS
TYR,AUS
BGR,AUS
OCF,AUS
CGI,AUS
AVL,AUS
MSN,AUS
SKF,AUS
FSD,AUS
BUF,AUS
TUP,AUS
GRI,AUS
RFD,AUS
LAR,AUS
AZA,AUS
SSC,AUS
OPF,AUS
LGU,AUS
CDC,AUS
LAF,AUS
ABQ,TX6
PAM,AUS
RDU,BGR
MCO,BGR
OAK,BGR
PWM,BGR
BOS,BGR
MIA,BGR
TPA,BGR
ALB,BGR
EWR,BGR
BNA,BGR
BTV,BGR
MHT,BGR
CVG,BGR
HSV,BGR
PVD,BGR
LAX,BGR
IAD,BGR
MCI,BGR
LIT,BGR
ATL,BGR
ORD,BGR
DTW,BGR
SFO,BGR
TIK,BGR
FLL,BGR
DFW,BGR
AUS,BGR
JFK,BGR
BDL,BGR
LGA,BGR
LAS,BGR
BWI,BGR
IAH,BGR
STL,BGR
FWA,BGR
DCA,BGR
MSY,BGR
OKC,BGR
PHL,BGR
SYR,BGR
SLC,BGR
CLE,BGR
TUL,BGR
PIT,BGR
PBI,BGR
DOV,BGR
ANC,BGR
ORH,BGR
HVN,BGR
ROC,BGR
LBB,BGR
GPT,BGR
SAN,BGR
SFB,BGR
RNO,BGR
YIP,BGR
MSP,BGR
CHS,BGR
BUF,BGR
CLT,BGR
BGR,BGR
HIF,BGR
FWH,BGR
ABE,BGR
SHD,BGR
SAV,BGR
RIC,BGR
ILG,BGR
MEM,BGR
MOB,BGR
TUS,BGR
FOE,BGR
BFM,BGR
ELM,BGR
IND,BGR
POB,BGR
SKF,BGR
SVN,BGR
BIF,BGR
SPS,BGR
COS,BGR
RIV,BGR
MSO,BGR
CMH,BGR
MSN,BGR
GRK,BGR
SEA,BGR
PHX,BGR
BIS,BGR
ROA,BGR
TYS,BGR
LAW,BGR
DAY,BGR
SAT,BGR
PKB,BGR
GFK,BGR
CKB,BGR
AEX,BGR
NKX,BGR
ELP,BGR
JAX,BGR
NIP,BGR
MUO,BGR
CVS,BGR
TCM,BGR
LNK,BGR
LSF,BGR
GSB,BGR
RKD,BGR
MHK,BGR
MKE,BGR
NZY,BGR
TOL,BGR
SSC,BGR
FFO,BGR
WRB,BGR
BTR,BGR
ABI,BGR
MQT,BGR
LSV,BGR
LAN,BGR
MCN,BGR
THV,BGR
ABQ,BGR
XNA,BGR
GRR,BGR
GSP,BGR
MDW,BGR
SBA,BGR
GEG,BGR
ALO,BGR
RFD,BGR
DSM,BGR
AZA,BGR
SCE,BGR
ACY,BGR
DAL,BGR
BFL,BIH
VGT,BIH
LAS,BIH
ROA,BOS
RDU,BOS
CMH,BOS
ATW,BOS
ICT,BOS
JFK,BOS
LGA,BOS
BDL,BOS
MCO,BOS
MEM,BOS
PHX,BOS
LNK,BOS
MSN,BOS
LAX,BOS
DCA,BOS
IAD,BOS
MCI,BOS
MSP,BOS
IND,BOS
PHL,BOS
SFO,BOS
ACY,BOS
SLC,BOS
PBI,BOS
COS,BOS
FLL,BOS
DFW,BOS
EWR,BOS
DAY,BOS
MIA,BOS
ALB,BOS
BGR,BOS
TPA,BOS
OMA,BOS
MKE,BOS
STL,BOS
ROC,BOS
BNA,BOS
PVD,BOS
PIT,BOS
FWA,BOS
GSO,BOS
CVG,BOS
MHT,BOS
EVV,BOS
CHS,BOS
BTV,BOS
IAH,BOS
DTW,BOS
ORD,BOS
BUF,BOS
ATL,BOS
MDW,BOS
PWM,BOS
RIC,BOS
SYR,BOS
SAV,BOS
LAS,BOS
CLE,BOS
CLT,BOS
BWI,BOS
SJC,BOS
JAX,BOS
SEA,BOS
LIT,BOS
SBN,BOS
ABQ,BOS
MSY,BOS
TUL,BOS
BFM,BOS
TUS,BOS
HSV,BOS
MDT,BOS
SAN,BOS
GSP,BOS
BDR,BOS
CAK,BOS
MOB,BOS
SHV,BOS
SNA,BOS
ORH,BOS
DSM,BOS
ABE,BOS
JAN,BOS
TTN,BOS
AVP,BOS
BOS,BOS
AUS,BOS
RDG,BOS
CAE,BOS
MYR,BOS
ANC,BOS
PDX,BOS
OAK,BOS
SFB,BOS
YIP,BOS
GRB,BOS
AVL,BOS
ELP,BOS
DET,BOS
AEX,BOS
BHM,BOS
LCK,BOS
FOE,BOS
RFD,BOS
SVN,BOS
ILN,BOS
AUG,BOS
ITH,BOS
FFO,BOS
DAL,BOS
TOL,BOS
TCM,BOS
RUT,BOS
GPT,BOS
BKL,BOS
RKD,BOS
BWG,BOS
GRR,BOS
GNV,BOS
ILM,BOS
HOU,BOS
OGS,BOS
BFI,BOS
MTJ,BOS
POB,BOS
ERI,BOS
AGS,BOS
EFD,BOS
YNG,BOS
SAT,BOS
TLH,BOS
BIF,BOS
DYS,BOS
RNO,BOS
MCE,BOS
RIV,BOS
SBY,BOS
MHK,BOS
CSG,BOS
CUB,BOS
OKC,BOS
MKC,BOS
BTR,BOS
PAM,BOS
RAP,BOS
ART,BOS
CKB,BOS
PBG,BOS
SCE,BOS
OAJ,BOS
LRD,BOS
OPF,BOS
DLH,BOS
LUK,BOS
GEG,BOS
LAN,BOS
BMG,BOS
NBG,BOS
PGD,BOS
PDK,BOS
MCN,BOS
DHN,BOS
GRK,BOS
BIS,BOS
LFT,BOS
SLC,BYI
TWF,BYI
FVS,BYI
GCC,CPR
JFK,CPR
SLC,CPR
SFO,CPR
EWR,CPR
HOU,CPR
ORD,CPR
BZN,CPR
RAP,CPR
MSP,CPR
CWA,CPR
BOS,CPR
EKO,CPR
BIS,CPR
CVG,CPR
MKE,CPR
PDX,CPR
CLE,CPR
JAC,CPR
FSD,CPR
OMA,CPR
DTW,CPR
PHL,CPR
DFW,CPR
CYS,CPR
LAR,CPR
ATL,CPR
RIW,CPR
RKS,CPR
GJT,CPR
FMN,CPR
DSM,CPR
EAU,CPR
BIL,CPR
MSN,CPR
BFF,CPR
GTF,CPR
MEM,CPR
LBB,CPR
PHX,CPR
SEA,CPR
GEG,CPR
SHR,CPR
COS,CPR
DIK,CPR
IND,CPR
GGG,CPR
OAK,CPR
LAS,CPR
TUS,CPR
LGA,CPR
PIT,CPR
CDC,CPR
JAN,CPR
MSO,CPR
MTJ,CPR
FAR,CPR
CPR,CPR
IDA,CPR
GFK,CPR
MCI,CPR
ABQ,CPR
FSM,CPR
PVD,CPR
EUG,CPR
DAL,CPR
RDM,CPR
DRO,CPR
